target_name,observation_id,filter,fits_name,mag_ab,mag_err,count_rate,count_rate_err,net_counts,net_counts_err,aper_counts,bkg_per_pix,bkg_rms_per_pix,bkg_counts_ap,bkg_counts_ap_err,A_ap_eff,A_bg_eff,zp_ab,trail_height_pix,trail_semi_out_pix,trail_semi_in_pix,apcorr_mag,mag_ab_apcorr,mag_ab_apcorr_err,v_mag_1,v_mag_1_corrected,mlim_obs,tds_corr,c2,f_apcorr,c1,coi_factor,rate_tot_6,rate_tot_6_coi,count_rate_coi,count_rate_final,c1_err,c1_detail_csv,rate_bkg_6
Tampere,0740920301,L,P0740920301OMS406SIMAGE1000.FTZ,21.25217665476252,0.44048131234584625,0.08425764920211566,0.03418318992436822,84.25764920211566,34.183189924368214,775.2970177343814,3.75246220821865,1.2385560840884005,691.0393685322657,16.80772401962589,184.15625,469.9814453125,18.5662,13.0,5.999999999999999,0.0,0.1109399110569126,21.363116565819432,0.4564792440369311,17.28,18.7642,19.431232,,,,,,,,,,,,
Wells,0405950101,L,P0405950101OMS401SIMAGE1000.FTZ,19.682488479051017,0.09420379854779862,0.3576717242814876,0.031033358993767385,507.89384847971235,44.067369771149686,1478.2920716418885,4.822369335420456,1.2763836755959652,970.3982231621761,18.10614537088463,201.228515625,485.751953125,18.5662,13.0,6.0,0.0,0.055246960811550574,19.73773543986257,0.1177580429443879,16.55,18.0342,19.766872,,,,,,,,,,,,
Brouwer,0801681301,L,P0801681301OMS006FSIMAGL000.FTZ,19.74385157208492,0.1055474373767887,0.3380176446181062,0.03285964191808983,1284.4670495488035,124.86663928874134,8835.170954959467,36.85535032075027,4.984435822650456,7550.7039054106635,71.34432884967745,204.8740234375,625.751953125,18.5662,6.0,6.0,0.0,-0.02744647169564675,19.716405100389274,0.1281043625098504,16.59,18.0742,20.203415,,,,,,,,,,,,
Brouwer,0801681301,L,P0801681301OMS007FSIMAGL000.FTZ,20.50832154702179,0.10648544463880671,0.16716732046786031,0.016395225403871658,635.2358177778692,62.30185653471229,2759.209818014875,32.19428595471519,3.848415576791202,2123.974000237006,31.25843015555658,65.9736328125,443.88671875,18.5662,3.0,6.0,0.0,-0.247819941905395,20.260501605116396,0.1671905716527652,16.59,18.0742,20.203415,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS008FSIMAGL000.FTZ,20.23370800707894,0.13962486008531313,0.2152765858464877,0.027684412397175506,645.8297575394631,83.05323719152652,4454.316981917247,20.837425692531717,3.1614307431892676,3808.487224377784,42.74033203602696,182.771484375,541.3134765625,18.5662,7.0,6.0,0.0,0.014291766375794986,20.247999773454733,0.1941841120862172,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS022FSIMAGL000.FTZ,20.677879422257313,0.2771662764322285,0.14299742962290354,0.03650432988126011,428.9922888687106,109.51298964378033,8167.833073875867,22.009523523955785,2.8530717622506465,7738.840785007156,53.49895893737122,351.61328125,1044.8984375,18.5662,13.0,8.999999999999998,0.0,0.03636764096826749,20.71424706322558,0.2792562646359357,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS021FSIMAGL000.FTZ,20.618876539636876,0.2700364884003309,0.1509834636580299,0.037551526644353114,452.9503909740897,112.65457993305934,7964.172254456207,21.381645895758105,2.9343466807544645,7511.221863482117,54.99790560345975,351.29296875,624.271484375,18.5662,13.0,6.000000000000002,0.0,0.07199027997322627,20.6908668196101,0.27624727550866274,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS018FSIMAGL000.FTZ,19.95847413361657,0.14147675563041098,0.2773897100186362,0.03614524729648566,832.1691300559087,108.43574188945699,7880.313460515812,20.65372548424476,2.921807307105021,7048.144330459903,53.97464133825772,341.2529296875,1030.5,18.5662,13.0,9.0,0.0,0.09405390614154463,20.052528039758116,0.15171511843494867,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS012FSIMAGL000.FTZ,20.56598764296742,0.2349844608844873,0.1585203208954848,0.03430835133481935,475.56096268645433,102.92505400445805,7122.826832144521,19.902226384820008,2.8442489039681083,6647.265869458067,51.98024153336215,333.99609375,1173.8369140625,18.5662,13.0,10.0,0.0,0.051244786563605295,20.617232429531025,0.24952471382383318,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS016FSIMAGL000.FTZ,19.95372296668426,0.14585555484599852,0.27860622341591745,0.03742739054418096,835.8186702477524,112.28217163254288,8200.06166702602,19.853160633483082,2.970890039923652,7364.242996778268,57.21841255314821,370.935546875,1071.6025390625,18.5662,13.0,8.999999999999998,0.0,0.06264407567329214,20.01636704235755,0.1488001157190524,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS006FSIMAGL000.FTZ,20.83594605389863,0.31422756892296694,0.12362365467107005,0.03577845854670263,370.87096401321014,107.33537564010787,7760.63237027172,21.221904417377505,2.966063073704796,7389.76140625851,55.348188748463805,348.2138671875,1530.830078125,18.5662,13.0,12.0,0.0,0.12270314644147166,20.9586492003401,0.33194839437471585,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS011FSIMAGL000.FTZ,20.301740116516694,0.17520057112093587,0.20220130463135927,0.03262835906040923,606.6039138940778,97.88507718122769,6661.981548930518,19.89012503136288,2.841643901887262,6055.377635036441,49.58171143489883,304.44140625,1622.91015625,18.5662,13.0,13.0,0.0,0.06006943115684699,20.36180954767354,0.18278985383022514,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS015FSIMAGL000.FTZ,20.185601809734383,0.16675239123712624,0.2250294071969817,0.034561064336790605,675.0882215909451,103.68319301037181,7321.728475089185,19.88082191098589,2.825318059462477,6646.64025349824,51.65962683495651,334.32421875,1174.341796875,18.5662,13.0,10.0,0.0,0.10893563844392543,20.294537448178307,0.18439468000154538,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS014FSIMAGL000.FTZ,20.14322337818654,0.16356480662123712,0.2339864178310257,0.0352497689903694,701.9592534930771,105.7493069711082,7452.703166102059,19.720884850117244,2.9482127840768895,6750.743912608982,54.54707198060201,342.314453125,1349.3330078125,18.5662,13.0,10.999999999999998,0.0,0.07855929565506031,20.221782673841602,0.16766005133763623,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS010FSIMAGL000.FTZ,20.07273031607053,0.15188832020006537,0.2496823674391744,0.03492914978771239,749.0471023175232,104.78744936313717,7627.733882132918,19.629292337897013,2.8185093081131436,6878.686779815394,52.761838360725896,350.4296875,1714.8740234375,18.5662,13.0,13.0,0.0,0.10042843986230522,20.173158755932835,0.15333255258768388,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS007FSIMAGL000.FTZ,20.660513522515647,0.25411244949488965,0.14530300332475388,0.034007624407606726,435.9090099742616,102.02287322282018,7111.889540852979,20.812136387941152,2.8739364357402932,6675.980530878717,51.472629804530605,320.7734375,1312.849609375,18.5662,13.0,11.0,0.0,0.08868385344343471,20.74919737595908,0.2553330443786931,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS017FSIMAGL000.FTZ,20.42235662132692,0.21517990747449547,0.18094115218846402,0.03586037525350756,542.823456565392,107.5811257605227,7760.610566557385,20.476105254993104,2.8444569424474695,7217.787109991993,53.404483798074054,352.498046875,1046.083984375,18.5662,13.0,9.0,0.0,0.016609795622628223,20.438966416949548,0.21876380917016958,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS013FSIMAGL000.FTZ,20.370122105373316,0.21026735375039232,0.18985898634519194,0.03676874179776242,569.5769590355758,110.30622539328725,8151.32012167573,19.891226924745375,2.971149027611689,7581.743162640154,58.00670331047293,381.16015625,1968.9697265625,18.5662,13.0,13.999999999999998,0.0,0.0049566834900187755,20.375078788863334,0.2272929157686713,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS019FSIMAGL000.FTZ,20.11211859698502,0.18558733265261296,0.24078673685746194,0.04115822652238018,722.3602105723858,123.47467956714054,10355.311950806528,20.889047770511297,2.8590486064117133,9632.951740234143,61.396259008264934,461.1484375,1550.4140625,18.5662,13.0,11.0,0.0,0.02910168352359246,20.141220280508612,0.19518142913800457,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS020FSIMAGL000.FTZ,20.12291767369234,0.1694056302764024,0.23840366662334386,0.037197738128359824,715.2109998700316,111.59321438507948,8546.418661665171,20.885613574675805,2.931272100631629,7831.20766179514,56.76058795657105,374.95703125,1763.8916015625,18.5662,13.0,13.0,0.0,0.06233251468688085,20.185250188379218,0.19029781250319375,16.38,17.8642,21.516909,,,,,,,,,,,,
Pobeda,0305540501,L,P0305540501OMS023FSIMAGL000.FTZ,20.304768753394956,0.20194731091125837,0.20163805456301603,0.03750475520419207,604.9141636890481,112.5142656125762,8322.133621713147,23.691543298756358,3.1726863393977767,7717.2194580240985,57.26125838108454,325.7373046875,1009.041015625,18.5662,13.0,9.000000000000002,0.0,0.03903640783129907,20.343805161226257,0.20683567674414163,16.38,17.8642,21.516909,,,,,,,,,,,,
Weisell,0691070301,L,P0691070301OMS401SIMAGE1000.FTZ,20.73173692990363,0.2040698427871531,0.13607715727016448,0.025576423818538918,386.4591266472671,72.63704364465053,3383.209249138832,18.085801072836354,2.8921083514381185,2996.750122491565,37.22810675225143,165.6962890625,452.947265625,18.5662,13.0,6.000000000000001,0.0,0.0781704751561329,20.80990740505976,0.21633830056073014,16.45,17.9342,19.8031,,,,,,,,,,,,
Lucubratio,0110980101,L,P0110980101OMS406SIMAGE1000.FTZ,20.36409993090531,0.1947163368244239,0.19091498937138385,0.0342387720175712,381.8299787427677,68.4775440351424,3159.8084043047857,8.267913084021945,1.851098927944324,2777.978425562018,33.93095727654835,335.9951171875,1023.220703125,18.5662,13.0,8.999999999999998,0.0,0.03295582401366961,20.39705575491898,0.19679977329589843,17.14,18.6242,20.251143,,,,,,,,,,,,
Lucubratio,0110980101,L,P0110980101OMS411SIMAGE1000.FTZ,20.491973393632474,0.24241699078645026,0.16970343871292606,0.03789042358262075,339.40687742585214,75.7808471652415,3812.875128318323,8.05642594150239,1.7670902260404417,3473.4682508924707,36.69181388590435,431.142578125,994.63671875,18.5662,13.0,8.0,0.0,0.16663630691082465,20.6586097005433,0.3169384295451721,17.14,18.6242,20.251143,,,,,,,,,,,,
Dowling,0673002335,L,P0673002335OMS409SIMAGE0000.FTZ,,,,,,,,,,,,,,,13.0,6.0,,,,,17.44,18.9242,20.213562,,,,,,,,,,,,
Kaneko,0160961001,L,P0160961001OMS004FSIMAGL000.FTZ,20.595422351087734,0.24614358056200256,0.15428050777459718,0.034976418387677316,509.12567565617064,115.42218067933514,7830.541014701128,21.241214973089928,3.198319132422716,7321.415339044957,59.378557274464505,344.6796875,618.169921875,18.5662,13.0,6.000000000000002,0.0,0.020764054392762337,20.616186405480498,0.33772430317510943,17.22,18.7042,19.894526,,,,,,,,,,,,
Asteropaios,0803161101,L,P0803161101OMS411SIMAGE1000.FTZ,21.485453997224383,0.32681785281267706,0.06796704696848384,0.020458789569709635,93.7945248165077,28.2331296061993,575.3058041767217,5.003476077577342,1.359233000930768,481.511279360214,13.334023888828742,96.2353515625,388.802734375,18.5662,13.0,6.0,0.0,0.11236372225952683,21.59781771948391,0.4104239662136974,18.04,19.5242,19.633095,,,,,,,,,,,,
Mucha,0300240101,L,P0300240101OMS008SIMAGE0000.FTZ,21.755935534564244,0.21389478529613462,0.05297924759110742,0.010437145667685955,233.10868940087266,45.9234409378182,1424.3474480770528,5.986418189906111,1.561282515900194,1191.2387586761802,22.02405982281543,198.990234375,483.6845703125,18.5662,13.0,6.0,0.0,-0.09661719730625858,21.659318337257986,0.21982648774773936,17.62,19.1042,20.044724,,,,,,,,,,,,
The,0501270301,L,P0501270301OMS007FSIMAGL000.FTZ,,,,,,,,,,,,,,,13.0,6.0,,,,,17.44,18.9242,20.213562,,,,,,,,,,,,
Chesneau,0302580701,L,P0302580701OMS405SIMAGE1000.FTZ,20.243660264329087,0.12035976721649991,0.2133122979551049,0.023646833600703205,639.9368938653147,70.94050080210961,3577.3859567320906,9.836356039017716,1.8878749717366679,2937.449062866776,32.62430593240232,298.6318359375,813.2763671875,18.5662,6.0,6.0,0.0,-0.032695866584045524,20.21096439774504,0.12103672632387745,16.43,17.9142,20.226696,,,,,,,,,,,,
Chesneau,0302580701,L,P0302580701OMS007SIMAGE1000.FTZ,,,,,,,,,,,,,,,13.0,6.0,,,,,16.43,17.9142,20.226696,,,,,,,,,,,,
Gurzhij,0744490401,L,P0744490401OMS434SIMAGE2000.FTZ,20.539880538718744,0.13163545512716288,0.1623782230583204,0.019686858771397444,373.4699130341369,45.27977517421412,1504.4734493982978,9.414609654328713,1.8755945419666822,1131.003536364161,20.55747556011323,120.1328125,412.1728515625,18.5662,9.0,6.0,0.0,0.006110527726383816,20.54599106644513,0.13343322031871016,18.26,19.7442,20.221659,,,,,,,,,,,,
Chrisclark,0670120401,L,P0670120401OMS413SIMAGE1000.FTZ,21.357783352354122,0.19392308976965444,0.07644809346892598,0.01365437868182824,382.2404673446299,68.2718934091412,3251.280011422932,18.468624819337933,2.716537519594609,2869.0395440783022,33.85842057622054,155.3466796875,676.16796875,18.5662,9.0,8.0,0.0,0.07759951769434692,21.435382870048468,0.19828621150017686,18.13,19.6142,20.369955,,,,,,,,,,,,
Richardbaum,0201902401,L,P0201902401OMS404SIMAGE1000.FTZ,20.78844111758233,0.24067485553994225,0.12915271880231827,0.028629254202070055,255.72238322859016,56.68592332009871,2062.9021698872093,7.539733138601801,1.838896654130335,1807.1797866586192,28.469511509060695,239.6875,571.5859375,18.5662,9.0,5.999999999999998,0.0,0.08748041692044274,20.875921534502773,0.27195446975661086,17.67,19.1542,19.90227,,,,,,,,,,,,
1996 UT,0412592501,L,P0412592501OMS006FSIMAGL000.FTZ,20.970858752528322,0.21800727128156985,0.10917834306466034,0.02192215479137627,109.17834306466034,21.92215479137627,368.28766414150596,4.958752028383014,1.3593326173427802,259.1093210768456,9.8260973067635,52.2529296875,320.5087890625,18.5662,6.0,6.0,0.0,0.015310930178409137,20.98616968270673,0.2673435134442495,17.97,19.4542,19.299034,,,,,,,,,,,,
Ivanka,0692330401,L,P0692330401OMS007FSIMAGL000.FTZ,21.23639161136815,0.17052358973152268,0.08549158235199257,0.01342714206260994,427.4579117599628,67.1357103130497,3054.9900080868974,17.745164793428355,2.7582432110718766,2627.5320963269346,33.56344680383809,148.0703125,512.1201171875,18.5662,6.0,5.999999999999998,0.0,-0.014114979243395843,21.222276632124753,0.1850743265057711,17.66,19.1442,20.75167,,,,,,,,,,,,
Pesonen,0148880101,L,P0148880101OMS408SIMAGE2000.FTZ,21.74640493484788,0.28071520321645277,0.05344634688428242,0.01381846243174986,228.75036466472875,59.1430192078894,2380.828754832968,11.461395048380318,2.063846849883361,2152.0783901682394,28.280544647335315,187.767578125,473.3203125,18.5662,13.0,5.999999999999999,0.0,0.16913434638689134,21.91553928123477,0.3213891381238984,18.93,20.4142,21.114185,,,,,,,,,,,,
#Guericke,0691840101,L,P0691840101OMS413SIMAGE1000.FTZ,17.649897796258127,0.015549602630805468,2.3255242977030828,0.033305498516735095,11627.621488515413,166.52749258367547,21220.108587470837,19.87971591038045,3.014285813273494,9592.487098955424,66.21325751168023,482.5263671875,994.541015625,18.5662,16.0,8.0,0.0,0.035351091776873254,17.685248888035,0.02856432119619524,19.01,20.4942,20.335546,,,,,,,,,,,,
#Guericke,0691840101,L,P0691840101OMS414SIMAGE1000.FTZ,17.674887580359048,0.014619385474499648,2.2726102852757015,0.03060059332448965,11363.051426378508,153.00296662244824,18976.903875169344,20.214378997813856,2.998267901044491,7613.852448790835,58.189210045608064,376.6552734375,1218.0751953125,18.5662,14.0,10.0,0.0,0.05012555453678734,17.725013134895836,0.04566257886631291,19.01,20.4942,20.335546,,,,,,,,,,,,
Jepejacobsen,0784401201,L,P0784401201OMS006FSIMAGL000.FTZ,21.345499444025933,0.2902547729662099,0.07731793072255896,0.020669756209698763,386.5896536127948,103.34878104849382,6550.267167691141,23.17231548337865,3.3438369972574518,6163.677514078347,54.535630239199364,265.9931640625,684.005859375,18.5662,7.0,6.0,0.0,0.012049422110530155,21.35754886613646,0.29324191601802907,17.43,18.9142,20.241419,,,,,,,,,,,,
Fredtreasure,0303561001,L,P0303561001OMS007SIMAGE0000.FTZ,20.12667482219892,0.16509117137196766,0.20507342929685948,0.031183395652468374,799.786374257752,121.61524304462665,8719.354501555208,14.669368704827894,2.5900804557056807,7919.568127297456,60.18084649168634,539.87109375,798.3369140625,18.5662,13.0,6.0,0.0,0.04085085010853089,20.16752567230745,0.16509117137196763,16.43,17.9142,20.256231,1.0,1.158512375118678,0.9630740034088441,1.0,1.0,7919.773200726753,7919.773200726753,0.20507342929685948,0.22880722347713633,,,
Astrometria,0793581001,L,P0793581001OMS006FSIMAGL000.FTZ,21.96507954797648,0.6007994716922905,0.03771789989727058,0.02087215099163937,188.5894994863529,104.36075495819685,6854.2295938842,16.452142337761302,2.49461962333653,6665.640094397847,50.21275329203039,405.1533203125,673.9970703125,18.5662,13.0,6.0,0.0,-0.00208836075948893,21.96299118721699,0.6007994716922904,18.48,19.9642,20.400606,1.0,1.158512375118678,1.00192530236056,1.0,1.0,6665.677812297744,6665.677812297744,0.03771789989727058,0.04378078306517457,,,
Pluto,0793183801,L,P0793183801OMS071SIMAGE0000.FTZ,18.01181482654586,0.03660744221674238,1.4383129548110656,0.04849678399450867,1639.6767684846147,55.28633375373988,2545.5734615107067,6.45493155423226,1.6566458338784078,905.896693026092,19.6256111183482,140.341796875,429.548828125,18.5662,13.0,6.0,0.0,0.012562892697375788,18.024377719243233,0.06282414213715594,14.66,16.1442,21.213638,1.0,1.158512375118678,0.9884958330775011,1.0,1.0,907.335005980903,907.335005980903,1.4383129548110656,1.647133925474597,,,
Pluto,0793183801,L,P0793183801OMS066SIMAGE0000.FTZ,18.127749084227435,0.03856979204717943,1.2926462453610132,0.04592161451058447,1473.616719711555,52.350640542066294,2294.1779336540494,6.8513917406809695,1.6987016228567002,820.5612139424942,18.59016285347439,119.765625,410.546875,18.5662,13.0,5.999999999999999,0.0,-0.015064978308687712,18.11268410591875,0.061693478150304085,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0139720673444126,1.0,1.0,821.8538601878552,821.8538601878552,1.2926462453610132,1.5184704948526366,,,
Pluto,0793183801,L,P0793183801OMS062SIMAGE0000.FTZ,18.13143671828049,0.039054054066011604,1.2882633019059717,0.046340521915717456,1468.6201641728078,52.8281949839179,2322.4184845001437,6.324340504442875,1.6225227063531233,853.7983203273359,18.85214663275587,135.001953125,424.6171875,18.5662,13.0,5.999999999999999,0.0,-0.029174238104608938,18.10226248017588,0.055934005951534624,14.66,16.1442,21.213638,1.0,1.158512375118678,1.027234732633208,1.0,1.0,855.0865836292419,855.0865836292419,1.2882633019059717,1.5331159712394993,,,
Pluto,0793183801,L,P0793183801OMS075SIMAGE0000.FTZ,18.13682886172503,0.040833744558335765,1.2818811994766408,0.04821222202593921,1461.3445674033705,54.9619331095707,2455.056139488239,6.965156782425613,1.7264169580493793,993.7115720848682,20.62103306658105,142.6689453125,431.6962890625,18.5662,13.0,6.000000000000001,0.0,0.26331714078750046,18.40014600251253,0.21628087435405957,14.66,16.1442,21.213638,1.0,1.158512375118678,0.7846448772366148,1.0,1.0,994.9934532843448,994.9934532843448,1.2818811994766408,1.1652566739045587,,,
Pluto,0793183801,L,P0793183801OMS081SIMAGE0000.FTZ,18.021222102535603,0.03726028556400714,1.4259046383564569,0.04893581469301272,1625.531287726361,55.786828750034495,2638.999139928259,6.490372431344826,1.4973329066498229,1013.4678522018982,18.71063593788803,156.1494140625,444.138671875,18.5662,13.0,5.999999999999999,0.0,0.08309086727986911,18.10431296981547,0.09187763496119501,14.66,16.1442,21.213638,1.0,1.158512375118678,0.9263255715843118,1.0,1.0,1014.8937568402546,1014.8937568402546,1.4259046383564569,1.530223305619963,,,
Pluto,0793183801,L,P0793183801OMS065SIMAGE0000.FTZ,18.10632649655209,0.037937848617272056,1.3184046440139292,0.0460692970442193,1502.9812941758794,52.518998630409996,2336.7861236380413,6.541850388988736,1.5917008598022329,833.8048294621619,17.969804412594677,127.45703125,417.65234375,18.5662,13.0,5.999999999999999,0.0,0.03920074761428417,18.145527244166374,0.08640087532764286,14.66,16.1442,21.213638,1.0,1.158512375118678,0.9645387966353729,1.0,1.0,835.1232341061759,835.1232341061759,1.3184046440139292,1.473225075632692,,,
Pluto,0793183801,L,P0793183801OMS072SIMAGE0000.FTZ,18.17708067984692,0.0412218240116951,1.23522778150671,0.046899090194000334,1408.1596709176495,53.46496282116038,2310.4256737097166,7.0002984237293955,1.8032996464354043,902.2660027920672,20.47278459842526,128.8896484375,418.9658203125,18.5662,13.0,5.999999999999999,0.0,-0.050842464114302516,18.126238215732617,0.05591331791687237,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0479413703215816,1.0,1.0,903.5012305735739,903.5012305735739,1.23522778150671,1.4996320505387513,,,
Pluto,0793183801,L,P0793183801OMS076SIMAGE0000.FTZ,18.071147232365163,0.03824765774357969,1.3618222632722499,0.047975050044417496,1552.477380130365,54.69155705063594,2456.5872632781975,6.127976226632295,1.6453112330555741,904.1098831478324,19.9848151332417,147.5380859375,435.884765625,18.5662,13.0,6.0,0.0,-0.0030979594645034335,18.068049272900662,0.06572420624915977,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0028574007220936,1.0,1.0,905.4717054111047,905.4717054111047,1.3618222632722499,1.5821960313854893,,,
Pluto,0793183801,L,P0793183801OMS061SIMAGE0000.FTZ,18.159579112600277,0.03853019625904235,1.2553004303629383,0.044549112964856155,1431.0424906137496,50.78598877993602,2189.616602965165,6.564965864740701,1.620389610788341,758.5741123514152,17.41815787785903,115.548828125,406.65234375,18.5662,13.0,6.000000000000001,0.0,-0.02232470924933066,18.137254403350948,0.1086704783707403,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0207746676115181,1.0,1.0,759.8294127817782,759.8294127817782,1.2553004303629383,1.4844932891817073,,,
Pluto,0793183801,L,P0793183801OMS058SIMAGE0000.FTZ,18.1513430674604,0.0399885990454056,1.264858943167258,0.046587397188275724,1441.9391952106741,53.10963279463432,2309.4158599874936,6.399366794405757,1.690998034130043,867.4766647768195,19.688086169900515,135.556640625,425.1298828125,18.5662,13.0,6.000000000000001,0.0,0.14096167888435446,18.292304746344755,0.20288250239299976,14.66,16.1442,21.213638,1.0,1.158512375118678,0.8782442770282776,1.0,1.0,868.7415237199867,868.7415237199867,1.264858943167258,1.2869394128501457,,,
